,siteName,siteLat,siteLon,siteLandCover,H_DCA,H_insitu,H_Tbh,H_Tbv,H_Teff,MI_dca_insitu,MI_hv_dca,MI_hv_temp_insitu,U_h,U_v,S,R_s,corrSM,corrHV,mean_LAI,std_LAI,numPoints,range
38,OK_Goodwell_2_E,36.6,-101.59,Grasslands,0.3752435273970972,0.37172899033464873,0.38849757799343093,0.38615113822932645,0.35772959678760663,0.04392767588150748,0.1436177184959928,0.1796511993215265,0.04709912930474125,0.028096538949323624,0.03044030301032008,0.037981747231607854,0.5718674852877705,0.9710745436523716,0.5552800453514736,0.2682877551020409,1168,18.870530285247384
39,OK_Goodwell_2_SE,36.57,-101.61,Grasslands,0.3749420296647372,0.3530481365462924,0.38799550685065914,0.37947460352846296,0.35723558766617586,0.04837798319377862,0.1409605450181124,0.17351814709765956,0.04520394251506242,0.02699486431266128,0.029088026432519745,0.03967371175786895,0.5591673422970724,0.9709711810192809,0.5626256818181821,0.2915945454545454,1177,18.860989320247782
40,OK_Stillwater_2_W,36.12,-97.09,Grasslands,0.37754754373233873,0.3731117707845107,0.3641681421961165,0.36218245537529403,0.3472422828558196,0.10895619534466805,0.11016728989895963,0.18534959965529918,0.008766862118843727,0.008915293754337444,0.01499059366918562,0.07749454035659284,0.8534850517895086,0.9884502360795828,1.1074746575342471,0.3448349315068492,1543,22.657768145676798
41,OK_Stillwater_5_WNW,36.13,-97.11,Grasslands,0.37868278924187043,0.4087680069769983,0.3625857227147271,0.3652262497999137,0.35308232322616057,0.10465230190541097,0.11469723422031564,0.21271582246809428,0.011194607974952642,0.010397409761211285,0.015907829996891554,0.07719738648726016,0.8438230209128161,0.987344234647394,1.1035367579908675,0.3486525114155251,1627,23.2834794994652
42,SD_Buffalo_13_ESE,45.52,-103.3,Grasslands,0.3720275611506919,0.32901642766696093,0.3663244586466733,0.3668533191016894,0.3660404444842072,0.08066666586338145,0.1760851193922135,0.1657081770907911,0.028243025566249816,0.01161216692115409,0.0149277434158218,0.12130218348898779,0.7701315410840311,0.9807202273290757,0.6019985294117645,0.18209382352941167,1285,26.35831898492598
43,SD_Pierre_24_S,44.02,-100.35,Grasslands,0.3897286232561857,0.3644789587361521,0.37886860906135894,0.38577673940643026,0.3652118096713121,0.06576021682213762,0.15799139159916387,0.189829590305568,0.02826146197963654,0.0180306653306941,0.019770063106702693,0.09192920118213053,0.7333368482393225,0.9726122723105906,0.8466979228486652,0.3316204747774483,1212,25.77159389332183
44,TX_Bronte_11_NNE,32.04,-100.25,Grasslands,0.3592314069958897,0.3412981303703224,0.3502420256502481,0.3637187777897393,0.3605276931956042,0.09722639598517291,0.1588276737648726,0.16951822625319812,0.0264903262096461,0.006108335599551609,0.011911596468527338,0.11431741548714756,0.8386281260357936,0.9877451803093173,0.6621914027149322,0.2036142533936652,1391,21.841754224984275
45,TX_Monahans_6_ENE,31.62,-102.81,Shrublands,0.3884025107343043,0.33936222267427746,0.387948589147464,0.37900217064647607,0.35737389191222946,0.05589891909959155,0.13368808033421975,0.1526358944296996,0.04596194217131281,0.024171214698793388,0.029983884902720158,0.033571038561393395,0.6789314905527246,0.9677935187012074,0.3646203579418345,0.0914467561521252,1515,20.210984364122446
46,TX_Muleshoe_19_S,33.96,-102.77,Grasslands,0.37176103531360594,0.38597630699420127,0.37978886685309643,0.37885069406760713,0.3571883041618227,0.05123890726908664,0.1442955949364041,0.17079357343514467,0.05459682317259461,0.027504434852161575,0.03310246162346299,0.02909187528818492,0.5538732658315042,0.9657592870023115,0.4707663677130045,0.18034282511210772,1206,18.847785620744748
47,TX_Panther_Junction_2_N,29.35,-103.21,Shrublands,0.41349757247786273,0.37371849143477254,0.3981796388217757,0.38701713337278626,0.36594558125067395,0.05317230428022557,0.12625533800906374,0.17080449682742527,0.03425719379965146,0.021467090345091686,0.029966274993800626,0.04056477887051997,0.6600677954340349,0.9806837284669022,0.25420921348314607,0.11483123595505627,1539,18.090621720203103
48,WY_Sundance_8_NNW,44.52,-104.44,Grasslands,0.3748521046413174,0.3698854049265648,0.3521678281933707,0.35834913124111206,0.37012704368759314,0.08426980152595331,0.12287537533306037,0.18205793970254225,0.0167490001411017,0.007949092358229382,0.01222454296744424,0.08595273986628504,0.7972498299419286,0.9842754861663027,1.1945314102564104,0.6384435897435898,978,18.133857586632477
49,TX_Austin_33_NW,30.62,-98.08,Grasslands,0.3519317833033721,0.34168184019277253,0.3391273213115785,0.35366298704898524,0.36810681692488173,0.11004328439664024,0.13239421388371608,0.17609579036433032,0.0062795394365986745,0.005550793328849696,0.011316145564349539,0.10924773555391817,0.8855374950648742,0.9905123749034062,1.0392144827586216,0.32783448275862065,1158,19.89600189156277
50,TX_Edinburg_17_NNE,26.53,-98.06,Grasslands,0.36137551802065804,0.36093036090348785,0.36788572507423317,0.3813457499997861,0.3839010628763087,0.04868402376106562,0.13082337395809696,0.1822442950856097,0.030068772002118452,0.015100156731987405,0.018626072734134844,0.06702837248985626,0.6470801248937654,0.9773580058580281,0.8320174940898346,0.3479465721040192,1532,16.92040890128432
51,TX_Palestine_6_WNW,31.78,-95.72,Savannas,0.29129488691968053,0.31898738053436193,0.33740783388522677,0.34031345244210576,0.3700751926225156,0.13525754168874454,0.14432224654132386,0.17672111027833703,0.0036016406630068887,0.003535334104543708,0.00772040212524111,0.12946486964853215,0.9138259211170288,0.9935320025485026,1.7670083532219565,0.6582575178997614,377,14.925973866915513
52,CO_Cortez_8_SE,37.26,-108.5,Grasslands,0.37306758586832905,0.33032156893878695,0.3756422131535074,0.38277167798497586,0.3726657189162993,0.04814966105124763,0.12546942479900614,0.1664567276248905,0.03191359556819828,0.011894588588563515,0.01777261533266905,0.06388862530957529,0.57666166701909,0.9829835461074321,0.5163493438320215,0.23710262467191606,1023,12.755960682620051
53,CO_Dinosaur_2_E,40.24,-108.97,Grasslands,0.37678166241604905,0.3570535310300541,0.36718874147462033,0.3628523730708248,0.3785214674965008,0.05166504542568007,0.1381923899092663,0.1604997977134156,0.03172936919183836,0.008557748482981214,0.01489435524205493,0.0830109169923918,0.5820927838110697,0.9879073780444148,0.33311292134831466,0.1725356741573033,940,14.624424500161028
54,WY_Lander_11_SSE,42.68,-108.67,Grasslands,0.3403660630476193,0.3283378685387341,0.34945555165015363,0.3594012965834579,0.377812950189983,0.09247058075512016,0.14920531846684804,0.1684600937171271,0.02350957401171136,0.0052945153691934255,0.010584368444871123,0.10981686064107213,0.7978845912345947,0.9896088621254735,0.5554248344370859,0.2843099337748346,875,19.127210292271204
55,ND_Medora_7_E,46.89,-103.38,Grasslands,0.3815308393243736,0.3566667685087574,0.36327060943700973,0.3641231234838844,0.37237185281852775,0.07630292058783705,0.16161294871689924,0.18713788622929406,0.03034608858454614,0.011787695702610526,0.01518578403883418,0.1042933803909084,0.7649550884354204,0.9798629960466241,0.6279496932515334,0.24975153374233172,1173,24.39034267988148
56,MT_Dillon_18_WSW,45.16,-113.01,Grasslands,0.35618657979963547,0.3518399617811631,0.3445705922784145,0.35504039077011584,0.3904350645275339,0.08071417687888427,0.1389799604504972,0.17869443620623227,0.017987915573126706,0.005994036072790226,0.011034773109914103,0.10396323569466617,0.7401822845142383,0.9874683222618987,0.5905566666666664,0.40226666666666666,589,14.946570456331573
57,MT_St._Mary_1_SSW,48.74,-113.43,Grasslands,0.3556810554450451,0.3267914190053783,0.3523064517908867,0.3720546010868574,0.3853525922077917,0.0754401949527772,0.13280775396588396,0.18896022127716083,0.023065576363371004,0.01085230378101984,0.015904219383085533,0.08298565443840758,0.7842277010347724,0.9783212548464737,1.0970582914572868,0.7529497487437186,467,11.26449918236416
